observatoryName,baseDate,averageTemperature,lowestTemperature,lowestTemperatureTime,highestTemperature,highestTemperatureTime,dailyRainfall,maximumWindSpeed,maximumWindSpeedTime,averageWindSpeed,maximumWindSpeedDirection
제주남원,20190128,7.3,2.2,335.0,13.3,1428.0,0.0,15.5,1845.0,3.9,11.3
새별오름,20190128,3.2,-0.4,2328.0,6.6,1025.0,0.0,15.2,1716.0,5.4,78.8
서광,20190129,5.7,1.9,225.0,9.8,1243.0,0.0,11.2,509.0,3.2,5.6
월정,20190129,6.4,3.3,2222.0,10.1,1450.0,0.0,13.1,25.0,2.9,334.3
외도,20190129,4.6,0.3,727.0,8.8,1502.0,0.0,7.2,1420.0,1.7,13.8
진달래밭,20190129,0.1,-4.5,639.0,6.0,1037.0,0.0,13.0,116.0,2.2,314.8
중문,20190129,6.6,1.2,420.0,10.9,1330.0,0.0,4.7,1213.0,1.0,166.4
마라도,20190129,8.3,5.1,602.0,10.1,2252.0,0.0,17.2,55.0,8.0,352.4
어리목,20190129,-2.2,-8.4,650.0,5.2,1046.0,0.0,4.2,1400.0,0.8,37.6
제주남원,20190129,7.1,-0.3,643.0,11.2,1256.0,0.0,7.4,7.0,2.2,24.3
구좌,20190129,5.3,1.4,2218.0,9.1,1539.0,0.0,12.1,8.0,3.2,318.1
대정,20190129,6.6,1.3,405.0,10.8,1149.0,0.0,9.8,620.0,3.6,358.0
중문,20190130,8.5,5.4,1950.0,12.0,1124.0,0.0,3.7,1928.0,0.6,311.3
영실,20190130,2.2,-1.0,108.0,4.0,1402.0,1.5,3.4,1119.0,0.7,227.8
진달래밭,20190130,3.1,-0.7,13.0,6.7,1119.0,2.0,11.4,2310.0,2.2,292.5
대흘,20190130,6.5,5.2,2128.0,9.2,1213.0,0.0,5.7,1342.0,1.8,303.8
서광,20190130,7.2,5.3,1935.0,11.0,1135.0,0.0,11.0,2153.0,2.9,1.6
제주남원,20190130,9.0,6.1,310.0,12.7,1322.0,0.5,5.2,1425.0,1.5,243.4
대정,20190130,7.3,5.4,1946.0,10.3,1134.0,0.5,6.0,937.0,3.0,360.0
월정,20190130,8.5,5.2,3.0,11.1,1251.0,0.0,8.0,2252.0,2.7,296.7
외도,20190130,7.0,5.3,25.0,9.7,1156.0,0.0,5.7,1314.0,1.3,330.1
새별오름,20190130,4.6,2.9,2032.0,10.3,1142.0,0.0,8.3,2026.0,3.1,78.8
어리목,20190131,-3.2,-6.3,1900.0,0.1,45.0,4.0,5.6,1433.0,1.5,61.4
제주남원,20190131,4.9,2.8,2257.0,8.3,206.0,11.5,17.3,1305.0,5.3,294.4
월정,20190131,5.7,3.8,1536.0,9.3,242.0,14.5,21.1,1407.0,9.2,341.4
중문,20190131,4.8,1.9,2320.0,7.4,719.0,0.0,13.8,2106.0,2.6,307.0
대흘,20190131,2.9,1.3,1413.0,5.8,119.0,19.0,14.8,1303.0,4.5,334.7
마라도,20190131,6.0,4.5,1230.0,8.8,7.0,8.0,22.3,1230.0,12.7,350.9
서광,20190131,3.1,1.6,1213.0,7.0,9.0,19.0,18.5,2234.0,6.3,337.5
대정,20190131,3.7,2.0,2136.0,6.9,132.0,15.5,18.3,1352.0,7.2,350.5
제주가시리,20190131,3.6,0.3,2128.0,6.6,22.0,10.5,12.7,1227.0,3.5,337.5
구좌,20190131,4.6,2.7,2128.0,8.2,251.0,14.5,21.8,2107.0,8.3,316.3
중문,20190201,3.9,1.4,2148.0,7.4,1408.0,0.0,14.2,112.0,3.4,320.9
마라도,20190201,6.3,4.7,1.0,8.1,2319.0,0.0,21.6,45.0,11.2,342.3
어리목,20190201,-5.1,-6.7,605.0,-3.7,1551.0,0.0,3.4,333.0,0.8,75.4
구좌,20190201,4.1,2.0,2351.0,6.4,1426.0,0.0,19.0,127.0,8.2,310.5
영실,20190201,-6.1,-8.4,555.0,-3.7,2116.0,0.5,9.5,1412.0,3.7,0.0
진달래밭,20190201,-6.9,-9.5,605.0,-4.0,2325.0,0.0,,,,
새별오름,20190201,-0.2,-2.7,151.0,1.2,1510.0,0.0,17.2,251.0,6.0,78.8
대흘,20190201,3.1,1.7,3.0,5.0,1216.0,0.0,13.0,23.0,5.8,298.1
외도,20190201,3.6,2.4,4.0,5.4,1338.0,0.0,11.3,400.0,3.8,337.3
서광,20190201,3.4,1.6,600.0,5.9,1334.0,0.0,15.0,234.0,5.3,351.6
대흘,20190202,8.5,2.0,4.0,13.4,2353.0,0.0,9.8,2347.0,2.8,174.4
어리목,20190202,1.8,-6.9,852.0,7.2,2156.0,0.0,15.4,2203.0,2.9,228.4
영실,20190202,0.3,-6.5,635.0,4.8,0.0,0.5,7.2,1737.0,2.2,59.1
중문,20190202,9.5,3.2,58.0,13.8,2310.0,0.0,6.8,1634.0,1.6,210.0
마라도,20190202,10.8,7.0,27.0,14.8,2358.0,0.0,10.3,2326.0,5.9,175.7
제주남원,20190202,8.6,-0.7,14.0,14.1,2236.0,0.0,9.3,1702.0,3.1,219.8
구좌,20190202,8.8,0.7,52.0,12.9,2311.0,0.0,11.1,1320.0,3.3,159.1
대정,20190202,10.3,2.8,22.0,14.3,2345.0,0.0,11.4,2156.0,5.5,160.9
월정,20190202,9.9,2.6,41.0,13.1,2341.0,0.0,12.6,1538.0,3.1,183.0
서광,20190202,8.7,2.8,8.0,12.5,2341.0,0.0,9.9,1433.0,3.2,145.5
서광,20190203,11.4,7.1,1948.0,15.4,553.0,22.0,14.5,2257.0,4.6,331.1
제주남원,20190203,14.3,10.0,2250.0,17.0,1337.0,27.5,16.4,624.0,4.8,225.5
외도,20190203,12.8,7.6,1933.0,17.3,650.0,14.0,20.5,547.0,5.4,237.2
제주가시리,20190203,13.0,8.1,2350.0,19.9,1644.0,51.5,12.9,1558.0,3.8,303.8
마라도,20190203,13.6,10.1,2004.0,16.9,634.0,6.5,19.0,2119.0,10.8,326.1
어리목,20190203,6.5,1.0,2041.0,11.5,718.0,64.0,19.1,535.0,6.1,219.0
구좌,20190203,13.3,8.4,1956.0,19.7,1210.0,15.0,18.0,2354.0,6.6,315.0
대정,20190203,12.6,8.2,1936.0,16.4,519.0,15.5,13.6,518.0,7.5,201.0
월정,20190203,13.9,9.2,1946.0,18.5,749.0,9.5,18.3,2147.0,7.0,311.3
영실,20190203,5.5,-0.5,2101.0,10.3,721.0,96.0,9.9,1923.0,3.5,11.3
제주남원,20190204,7.4,3.5,2119.0,12.4,1445.0,0.0,16.6,615.0,6.0,343.9
외도,20190204,5.2,0.3,2150.0,8.4,1.0,0.0,11.9,37.0,2.9,340.3
진달래밭,20190204,-3.0,-7.6,540.0,0.1,1511.0,0.0,,,,
새별오름,20190204,2.6,-0.2,1945.0,6.3,1352.0,0.0,18.1,242.0,7.6,64.7
중문,20190204,8.1,3.7,2057.0,14.3,1407.0,0.0,12.4,317.0,2.2,302.4
대흘,20190204,5.0,2.5,2326.0,7.7,31.0,0.0,13.7,108.0,4.5,317.8
서광,20190204,5.8,3.9,731.0,9.3,1347.0,0.0,17.3,344.0,5.7,351.5
구좌,20190204,6.1,2.7,2154.0,9.2,103.0,0.0,18.5,156.0,6.3,307.1
마라도,20190204,8.5,6.3,833.0,10.8,13.0,0.0,18.9,1107.0,11.0,359.4
어리목,20190204,-0.5,-4.1,820.0,4.1,1403.0,0.0,7.6,1408.0,2.2,60.2
중문,20190205,9.2,2.3,613.0,13.7,1402.0,0.0,6.3,1251.0,1.4,137.6
대흘,20190205,8.0,1.5,417.0,13.3,1354.0,0.0,8.7,1415.0,2.6,92.8
마라도,20190205,11.4,8.2,322.0,13.3,1321.0,0.0,8.6,1955.0,4.1,117.7
서광,20190205,8.6,1.8,654.0,13.6,1322.0,0.0,6.0,1255.0,2.2,179.2
어리목,20190205,1.4,-3.9,611.0,7.7,1405.0,0.0,4.8,1324.0,0.6,44.7
제주남원,20190205,9.1,0.4,336.0,14.9,1417.0,0.0,5.8,1231.0,2.2,80.9
구좌,20190205,7.8,0.9,726.0,13.3,1239.0,0.0,8.0,1213.0,2.6,88.8
진달래밭,20190205,0.6,-6.1,721.0,5.3,1024.0,0.0,7.2,1158.0,1.9,139.9
제주가시리,20190205,7.9,1.0,324.0,14.5,1341.0,0.0,5.0,1406.0,2.0,160.3
대정,20190205,8.6,1.3,426.0,14.0,1352.0,0.0,7.2,1228.0,2.8,111.3
어리목,20190206,5.4,1.0,4.0,9.9,1153.0,0.0,6.6,0.0,1.1,248.4
월정,20190206,10.9,6.9,2309.0,15.2,1230.0,0.0,5.8,1631.0,1.3,318.6
외도,20190206,9.9,4.9,2344.0,14.3,1228.0,0.0,5.6,1424.0,1.5,301.7
새별오름,20190206,8.5,5.5,1916.0,14.2,1136.0,0.0,7.0,1150.0,2.4,64.7
마라도,20190206,13.1,11.6,625.0,14.6,1247.0,0.0,8.4,442.0,3.5,310.7
서광,20190206,10.4,7.0,2100.0,16.0,1316.0,0.0,5.6,1602.0,1.6,336.4
제주남원,20190206,11.9,6.8,2249.0,16.9,1318.0,0.0,6.0,1548.0,1.8,270.1
대정,20190206,11.2,7.8,2345.0,15.6,1408.0,0.0,6.6,1402.0,2.1,273.5
영실,20190206,4.4,1.5,816.0,9.2,1514.0,0.0,4.0,1518.0,0.8,163.1
진달래밭,20190206,4.2,-1.7,348.0,8.9,1146.0,0.0,9.4,2352.0,2.1,225.4
대흘,20190207,4.9,-0.1,2353.0,10.6,552.0,2.5,11.2,1539.0,3.9,323.4
마라도,20190207,8.4,3.6,2349.0,14.0,156.0,0.0,23.7,2307.0,11.9,349.8
어리목,20190207,0.9,-4.2,2317.0,8.7,13.0,4.0,10.4,409.0,2.5,194.2
제주남원,20190207,8.7,4.4,2340.0,13.2,735.0,0.0,16.0,2221.0,5.9,63.8
월정,20190207,7.2,2.8,2357.0,12.7,559.0,0.5,17.4,1711.0,6.9,331.6
진달래밭,20190207,1.2,-4.2,2345.0,5.6,1154.0,2.0,15.5,1946.0,5.0,300.9
새별오름,20190207,2.9,-2.5,2229.0,9.3,633.0,2.0,17.6,1230.0,7.5,75.9
제주가시리,20190207,8.5,4.0,2318.0,11.0,527.0,1.0,10.9,2313.0,3.2,33.8
구좌,20190207,6.0,2.0,2358.0,11.6,626.0,0.5,18.1,1911.0,7.0,317.5
대정,20190207,6.5,1.3,2336.0,13.6,229.0,1.5,17.2,1738.0,5.9,355.0
제주남원,20190208,6.5,3.7,324.0,11.2,1330.0,0.0,14.3,4.0,4.2,189.4
영실,20190208,0.1,-2.4,1932.0,5.5,2.0,0.0,10.1,1.0,1.0,33.8
진달래밭,20190208,-0.6,-4.2,13.0,1.9,1451.0,0.0,12.4,13.0,2.5,304.2
제주가시리,20190208,6.1,3.4,442.0,11.1,1407.0,0.0,9.0,12.0,1.9,19.7
대흘,20190208,1.6,-0.3,701.0,3.5,1145.0,0.0,9.8,506.0,3.8,312.2
마라도,20190208,5.1,2.9,530.0,7.2,1139.0,0.0,23.2,12.0,13.0,335.3
서광,20190208,2.5,0.3,600.0,5.4,1124.0,0.0,19.5,355.0,7.4,3.4
대정,20190208,3.1,0.8,49.0,6.0,1131.0,0.0,16.3,314.0,7.0,42.3
월정,20190208,4.0,2.2,614.0,5.9,1336.0,0.0,14.2,438.0,5.0,334.0
외도,20190208,2.2,0.0,45.0,4.6,1345.0,0.0,7.2,306.0,2.2,39.8
대흘,20190209,1.2,-0.3,1951.0,3.0,1206.0,0.0,13.4,1537.0,5.2,331.9
마라도,20190209,4.3,2.6,2113.0,6.5,1.0,0.0,19.9,1400.0,12.6,343.6
대정,20190209,2.4,1.0,1919.0,4.6,1227.0,0.5,14.5,1238.0,6.4,348.2
월정,20190209,3.8,2.2,1921.0,5.6,155.0,0.0,18.5,1304.0,9.3,339.8
영실,20190209,-4.9,-8.8,1521.0,-0.7,2151.0,1.0,12.7,1456.0,4.4,8.4
어리목,20190209,-6.1,-7.7,2006.0,-3.3,202.0,0.0,7.5,1710.0,2.0,60.0
구좌,20190209,2.5,1.2,1921.0,4.4,213.0,0.0,19.0,923.0,8.3,320.4
외도,20190209,2.0,0.5,1948.0,3.6,211.0,0.0,11.6,1208.0,3.6,340.6
진달래밭,20190209,-7.4,-11.5,1906.0,0.2,18.0,0.5,,,,
중문,20190209,2.9,0.8,1916.0,6.6,210.0,0.0,12.8,1650.0,3.5,333.6
대흘,20190210,1.6,-0.3,326.0,3.4,1143.0,0.0,9.0,14.0,3.2,331.9
제주남원,20190210,4.3,2.0,236.0,7.7,1221.0,0.0,10.5,144.0,3.1,360.0
대정,20190210,2.9,1.3,243.0,5.9,1130.0,0.0,12.0,25.0,5.7,7.8
외도,20190210,2.2,0.7,335.0,4.0,1131.0,0.0,6.9,149.0,2.3,33.4
진달래밭,20190210,-3.6,-8.4,2331.0,0.4,923.0,0.0,12.7,2108.0,2.0,230.2
새별오름,20190210,-1.3,-2.7,1.0,0.9,1155.0,0.0,11.6,121.0,5.4,81.6
중문,20190210,4.4,1.6,30.0,8.7,1142.0,0.0,12.2,2230.0,1.9,177.1
마라도,20190210,4.6,3.1,217.0,5.9,1148.0,0.0,17.8,116.0,10.7,359.3
서광,20190210,2.1,0.6,220.0,5.6,1134.0,0.0,15.2,125.0,5.3,58.8
월정,20190210,4.0,2.7,10.0,6.1,1132.0,0.0,14.2,57.0,4.5,351.7
마라도,20190211,5.1,4.3,1241.0,5.9,250.0,0.0,19.1,540.0,12.2,343.4
진달래밭,20190211,-6.9,-8.5,616.0,-4.2,1326.0,0.0,,,,
새별오름,20190211,-0.8,-2.1,2350.0,0.1,1440.0,0.0,16.7,712.0,7.7,70.3
대흘,20190211,1.8,0.1,2343.0,3.1,1548.0,0.0,13.9,652.0,5.2,329.1
어리목,20190211,-5.7,-8.3,2309.0,-4.8,1510.0,0.0,6.5,735.0,1.7,50.1
제주남원,20190211,4.3,2.8,545.0,8.9,1530.0,0.0,15.7,923.0,6.2,240.6
구좌,20190211,3.3,2.6,530.0,5.3,1413.0,0.0,17.4,416.0,8.3,306.9
월정,20190211,4.3,3.6,729.0,5.4,1536.0,0.0,17.8,709.0,9.2,341.0
영실,20190211,-5.2,-7.5,510.0,-1.2,1333.0,0.0,9.9,1641.0,3.1,50.6
제주가시리,20190211,3.0,0.5,520.0,8.9,1422.0,0.0,11.4,325.0,3.5,0.0
마라도,20190212,7.6,4.3,101.0,9.9,1054.0,0.0,14.1,553.0,7.0,356.9
어리목,20190212,-2.4,-9.7,754.0,2.8,1208.0,0.0,6.5,1534.0,1.6,48.0
제주남원,20190212,6.4,2.0,625.0,10.5,1249.0,0.0,9.1,1245.0,3.3,72.5
대흘,20190212,3.9,-0.6,213.0,7.1,1422.0,0.0,8.0,1158.0,2.5,36.6
서광,20190212,5.8,1.2,730.0,10.5,1233.0,0.0,11.6,604.0,3.7,0.0
대정,20190212,6.1,0.6,141.0,11.1,1320.0,0.0,9.3,806.0,3.4,9.4
진달래밭,20190212,-3.5,-8.6,731.0,0.7,1126.0,0.0,9.4,1.0,2.2,311.5
제주가시리,20190212,4.9,0.7,704.0,8.7,1249.0,0.0,6.8,1138.0,2.6,42.2
중문,20190212,5.9,-0.8,641.0,11.0,1126.0,0.0,8.4,1523.0,1.5,102.9
구좌,20190212,5.0,0.0,136.0,8.6,1453.0,0.0,8.3,1334.0,3.1,32.2
마라도,20190213,7.3,6.0,2100.0,9.0,113.0,0.0,16.7,1937.0,10.6,60.6
대정,20190213,6.0,4.1,728.0,8.8,1414.0,0.0,14.3,1204.0,5.2,343.4
월정,20190213,7.4,6.1,2315.0,9.2,1357.0,0.0,10.9,1112.0,5.2,4.2
외도,20190213,5.3,2.3,717.0,8.0,1210.0,0.0,8.2,1419.0,2.4,15.8
진달래밭,20190213,-2.2,-5.0,603.0,2.1,939.0,0.5,10.6,2035.0,3.0,309.9
새별오름,20190213,2.1,0.1,2016.0,4.8,1400.0,0.0,15.2,1241.0,5.7,73.1
구좌,20190213,6.6,5.1,2324.0,8.6,1328.0,0.0,10.1,2206.0,4.5,352.9
제주가시리,20190213,6.7,1.9,733.0,12.7,1331.0,0.0,7.0,2251.0,2.0,45.0
중문,20190213,8.0,3.7,714.0,12.3,1205.0,0.0,6.9,1136.0,1.5,300.4
대흘,20190213,4.8,2.4,729.0,7.0,1252.0,0.0,7.8,1116.0,2.8,331.9
외도,20190214,3.8,-0.1,2226.0,6.9,1558.0,0.0,6.8,940.0,1.9,14.1
영실,20190214,-1.2,-3.4,2149.0,1.7,1230.0,0.0,4.5,1220.0,0.6,309.4
새별오름,20190214,2.8,-0.2,604.0,6.3,1157.0,0.0,10.5,938.0,4.3,70.3
중문,20190214,7.0,3.2,2025.0,10.9,1504.0,0.0,5.2,1704.0,1.0,125.9
대흘,20190214,3.6,1.6,2359.0,6.7,1530.0,0.0,5.5,1433.0,1.8,312.2
어리목,20190214,-1.3,-4.6,547.0,4.2,1549.0,0.0,4.5,100.0,0.8,53.5
제주남원,20190214,5.9,1.5,2354.0,10.7,1253.0,0.0,10.0,246.0,3.7,355.5
월정,20190214,5.5,2.2,2347.0,8.5,1544.0,0.0,9.5,303.0,2.7,341.1
진달래밭,20190214,-2.1,-5.6,2343.0,1.3,1417.0,0.0,7.7,111.0,2.0,317.1
제주가시리,20190214,5.2,1.5,2244.0,10.2,1522.0,0.0,6.6,122.0,2.1,56.3
마라도,20190215,8.0,6.5,1836.0,10.2,323.0,0.0,16.3,115.0,8.2,59.1
구좌,20190215,5.7,1.9,120.0,7.5,1114.0,0.0,13.5,2349.0,4.8,314.0
제주남원,20190215,6.7,0.8,45.0,11.8,1248.0,1.0,10.8,1919.0,2.8,1.6
대정,20190215,5.8,2.6,51.0,7.8,1111.0,0.5,11.3,1642.0,4.3,337.2
월정,20190215,6.5,2.2,106.0,8.1,1047.0,0.0,12.9,2313.0,4.3,334.6
영실,20190215,-0.1,-2.4,228.0,1.4,1805.0,3.0,8.6,2339.0,2.1,312.2
새별오름,20190215,3.1,1.4,1751.0,5.3,557.0,0.5,13.2,2038.0,4.6,73.1
중문,20190215,7.0,3.7,37.0,10.5,1224.0,0.5,10.8,2052.0,1.9,321.9
대흘,20190215,4.7,1.6,49.0,6.1,1049.0,0.5,8.4,2316.0,2.7,312.2
서광,20190215,5.5,3.1,220.0,7.2,346.0,0.5,13.6,1725.0,3.2,3.0
서광,20190216,2.8,1.7,1836.0,5.2,9.0,0.0,17.2,1851.0,5.9,8.0
어리목,20190216,-4.6,-5.8,1915.0,-1.8,5.0,0.0,6.5,1045.0,1.4,74.2
구좌,20190216,3.9,2.5,2335.0,6.5,21.0,0.0,19.8,1602.0,9.7,314.9
월정,20190216,4.8,3.6,2228.0,7.6,45.0,0.0,18.1,839.0,10.2,343.9
중문,20190216,4.2,2.5,1904.0,6.3,4.0,0.0,13.4,847.0,3.9,299.5
마라도,20190216,5.4,4.2,2210.0,8.2,7.0,0.0,19.5,1603.0,13.2,357.3
제주남원,20190216,5.5,3.5,2151.0,8.6,1641.0,0.0,14.6,1129.0,5.0,360.0
대정,20190216,3.7,2.6,1820.0,6.0,1.0,0.0,14.4,1549.0,7.3,331.7
외도,20190216,3.3,2.2,2237.0,6.0,18.0,0.0,9.8,854.0,3.9,344.7
영실,20190216,-3.6,-6.8,1502.0,0.1,1704.0,0.0,13.2,1220.0,5.4,300.9
서광,20190217,3.2,1.7,1954.0,6.0,1126.0,0.0,13.3,1510.0,4.2,48.5
월정,20190217,5.1,3.6,58.0,7.2,1255.0,0.0,13.2,526.0,7.0,342.9
진달래밭,20190217,-3.0,-7.0,431.0,0.4,1209.0,0.0,12.8,432.0,3.6,299.6
대흘,20190217,2.5,1.1,2322.0,5.0,1343.0,0.0,10.2,442.0,4.2,315.0
마라도,20190217,5.5,4.2,5.0,6.7,1355.0,0.0,17.2,1533.0,12.4,344.2
어리목,20190217,-4.9,-6.8,2057.0,-1.6,1507.0,0.0,4.4,1453.0,0.8,58.7
제주남원,20190217,6.1,2.7,2200.0,11.3,1338.0,0.0,13.4,544.0,4.3,182.0
대정,20190217,4.0,1.9,2101.0,7.2,1256.0,0.0,13.1,1430.0,6.1,348.2
새별오름,20190217,0.0,-1.2,7.0,2.7,1458.0,0.0,13.3,543.0,6.9,70.3
제주가시리,20190217,4.6,0.9,506.0,11.4,1402.0,0.0,8.6,2001.0,2.3,14.1
중문,20190218,8.1,3.2,108.0,10.3,1000.0,2.5,7.0,2134.0,1.3,112.1
마라도,20190218,9.6,5.4,51.0,11.4,1918.0,4.5,14.6,7.0,7.7,4.7
새별오름,20190218,5.6,-0.8,150.0,9.7,2359.0,3.5,10.4,2322.0,3.6,196.9
월정,20190218,7.8,2.8,657.0,10.1,2246.0,1.5,8.9,35.0,2.4,317.7
대흘,20190218,5.9,0.9,155.0,8.9,1308.0,2.0,9.1,2254.0,2.7,140.6
서광,20190218,7.3,2.7,122.0,9.9,2349.0,3.5,11.5,317.0,2.9,6.1
어리목,20190218,1.9,-6.5,23.0,9.5,2355.0,4.5,12.7,2245.0,1.1,248.8
제주남원,20190218,8.2,3.9,136.0,10.5,1207.0,5.0,4.8,1301.0,1.7,58.9
구좌,20190218,7.2,1.7,132.0,10.3,2242.0,2.0,8.2,4.0,3.0,287.4
대정,20190218,7.6,3.2,114.0,10.4,1145.0,4.0,9.9,2321.0,4.0,103.2
대정,20190219,8.7,5.1,2343.0,15.9,1107.0,17.0,14.6,702.0,5.8,212.7
월정,20190219,10.0,6.8,2353.0,13.2,515.0,19.0,14.0,1700.0,5.9,305.3
제주가시리,20190219,10.8,5.9,2354.0,16.9,1341.0,23.0,8.5,720.0,2.3,22.5
중문,20190219,11.4,6.6,2037.0,17.1,1036.0,9.0,12.3,1406.0,3.1,314.3
서광,20190219,8.9,4.4,2317.0,16.0,1110.0,15.5,15.7,648.0,4.6,8.8
구좌,20190219,9.2,5.1,2358.0,13.1,527.0,28.0,14.0,1413.0,6.4,303.7
외도,20190219,7.6,2.5,2249.0,12.5,1103.0,11.0,11.2,625.0,2.4,51.0
진달래밭,20190219,5.9,-1.2,2338.0,10.0,721.0,29.5,16.5,1529.0,5.4,297.7
새별오름,20190219,6.6,1.6,2344.0,13.7,425.0,13.0,21.8,333.0,6.4,182.8
대흘,20190219,7.9,4.6,2124.0,11.9,1200.0,24.0,10.7,1405.0,3.3,284.1
마라도,20190220,8.0,6.6,116.0,9.8,1300.0,0.0,16.4,2318.0,9.3,358.5
서광,20190220,6.1,3.9,216.0,9.1,1409.0,0.0,11.2,14.0,3.8,12.5
어리목,20190220,-0.3,-2.6,408.0,3.3,1550.0,0.0,4.8,1653.0,1.0,58.1
진달래밭,20190220,2.8,-1.2,650.0,6.4,1207.0,0.0,13.5,1254.0,3.7,283.8
제주남원,20190220,8.7,5.2,246.0,13.6,1423.0,0.0,10.6,532.0,3.5,122.3
구좌,20190220,6.8,3.6,450.0,8.7,1508.0,0.0,11.4,1330.0,5.5,325.5
월정,20190220,7.5,6.4,237.0,9.0,1140.0,0.0,12.4,1909.0,6.2,341.1
제주가시리,20190220,7.8,3.7,137.0,13.6,1450.0,0.0,7.5,36.0,1.9,47.8
중문,20190220,8.6,6.5,31.0,12.1,1417.0,0.0,12.0,1227.0,2.6,319.8
대흘,20190220,5.1,3.0,430.0,7.7,1516.0,0.0,8.7,1550.0,3.2,295.3
서광,20190221,6.6,4.2,724.0,11.2,1258.0,0.0,12.8,752.0,4.7,10.1
어리목,20190221,0.6,-3.0,607.0,6.2,1214.0,0.0,4.6,1218.0,1.1,61.2
구좌,20190221,6.8,5.3,2051.0,9.0,1257.0,0.0,10.6,3.0,3.7,309.9
외도,20190221,5.9,4.3,2115.0,8.7,1525.0,0.0,6.5,1239.0,2.0,57.4
진달래밭,20190221,1.3,-1.6,304.0,4.2,1250.0,0.0,7.1,8.0,1.9,315.1
중문,20190221,8.6,6.4,253.0,12.4,1057.0,0.0,5.4,1116.0,1.1,228.4
대흘,20190221,5.4,3.7,638.0,7.7,1330.0,0.0,6.5,1250.0,2.3,340.3
마라도,20190221,8.6,6.7,555.0,10.7,1239.0,0.0,17.1,451.0,6.7,351.7
제주남원,20190221,8.5,6.5,601.0,13.0,1338.0,0.0,9.5,617.0,3.5,219.9
대정,20190221,7.0,5.1,631.0,11.2,1249.0,0.0,11.6,19.0,5.0,353.3
대흘,20190222,6.7,4.3,237.0,9.9,1121.0,2.0,6.6,2025.0,1.8,241.9
서광,20190222,7.3,4.8,129.0,12.5,1144.0,2.5,13.3,2207.0,2.6,0.2
구좌,20190222,8.4,5.3,144.0,11.9,1252.0,1.0,11.7,2334.0,3.6,300.9
진달래밭,20190222,-0.4,-2.7,1912.0,3.3,1055.0,4.0,10.2,2024.0,2.0,301.5
중문,20190222,8.5,5.6,156.0,13.5,1230.0,6.0,9.1,1841.0,1.4,316.8
어리목,20190222,1.1,-1.6,2353.0,5.8,1204.0,0.5,4.2,1842.0,0.7,62.5
제주남원,20190222,9.2,6.8,118.0,12.9,1227.0,1.5,8.1,1234.0,3.1,180.9
대정,20190222,7.6,5.2,102.0,12.9,1133.0,2.0,9.1,2255.0,3.3,345.3
외도,20190222,7.1,4.0,117.0,10.4,1035.0,2.0,5.5,2144.0,1.6,308.4
제주가시리,20190222,7.4,5.1,3.0,11.9,1143.0,3.0,6.6,1937.0,2.4,2.8
중문,20190223,10.5,3.3,711.0,14.7,1202.0,0.0,8.6,1204.0,1.9,126.4
마라도,20190223,11.0,7.4,326.0,13.7,1259.0,0.0,16.5,133.0,8.4,354.3
서광,20190223,8.7,4.4,250.0,14.4,1244.0,0.0,12.4,8.0,3.5,10.1
제주남원,20190223,10.1,1.7,720.0,15.6,1359.0,0.0,8.8,1331.0,2.8,104.5
구좌,20190223,9.5,3.9,543.0,13.9,1502.0,0.0,12.0,57.0,4.6,317.9
영실,20190223,1.2,-2.6,723.0,7.0,1250.0,0.0,5.9,336.0,1.0,2.8
새별오름,20190223,6.0,1.1,505.0,11.6,1353.0,0.0,9.8,307.0,3.8,118.1
어리목,20190223,1.4,-5.7,735.0,8.2,1337.0,0.0,,,,
진달래밭,20190223,-0.7,-6.8,653.0,2.7,1026.0,0.0,8.9,8.0,2.0,313.8
제주가시리,20190223,8.6,2.6,621.0,13.8,1349.0,0.0,5.8,1256.0,2.3,84.4
서광,20190224,9.2,3.9,727.0,15.2,1219.0,0.0,7.6,1557.0,2.0,0.1
진달래밭,20190224,-0.4,-4.3,0.0,4.5,1231.0,0.0,8.1,1232.0,2.0,355.6
마라도,20190224,12.3,10.6,2351.0,14.3,1707.0,0.0,12.0,956.0,6.4,88.4
제주남원,20190224,11.1,7.1,2356.0,16.0,1331.0,0.0,9.0,1337.0,3.1,58.9
월정,20190224,12.6,9.2,410.0,14.8,1520.0,0.0,11.5,2247.0,3.5,337.9
외도,20190224,8.9,3.9,649.0,14.2,1106.0,0.0,8.0,956.0,2.3,105.0
영실,20190224,1.2,-2.2,2127.0,7.4,1249.0,0.0,6.4,1711.0,1.1,36.6
중문,20190224,10.8,5.1,728.0,14.5,1050.0,0.0,7.9,1054.0,1.7,123.7
대흘,20190224,9.6,7.1,2132.0,13.1,1114.0,0.0,8.5,1134.0,2.6,39.4
어리목,20190224,1.4,-2.8,2253.0,8.3,1122.0,0.0,6.4,8.0,1.0,63.2
중문,20190225,10.7,5.9,330.0,16.8,1524.0,0.0,10.6,608.0,2.1,30.4
대흘,20190225,7.9,4.9,2325.0,11.2,1433.0,0.0,8.6,1735.0,3.7,292.5
어리목,20190225,1.9,-3.3,312.0,8.3,1232.0,0.0,6.7,1415.0,1.1,72.0
구좌,20190225,9.3,5.9,136.0,11.8,1416.0,0.0,12.5,943.0,6.5,310.2
월정,20190225,10.0,8.3,2323.0,11.4,1332.0,0.0,12.5,2143.0,6.5,305.8
