observatoryName,baseDate,averageTemperature,lowestTemperature,lowestTemperatureTime,highestTemperature,highestTemperatureTime,dailyRainfall,maximumWindSpeed,maximumWindSpeedTime,averageWindSpeed,maximumWindSpeedDirection
구좌,20191222,9.5,4.8,2212.0,11.7,56.0,1.0,12.3,1113.0,4.8,43.0
진달래밭,20191222,-1.6,-4.6,1850.0,-0.5,239.0,8.5,13.2,1629.0,7.7,130.6
중문,20191222,9.1,6.0,2113.0,12.7,255.0,3.0,10.5,252.0,1.1,143.1
마라도,20191222,12.2,11.1,654.0,13.5,215.0,2.5,18.5,938.0,6.4,83.5
중문,20191223,9.4,5.2,120.0,14.5,1125.0,0.0,8.9,1707.0,2.0,311.5
대흘,20191223,7.8,5.3,119.0,10.8,1349.0,0.0,7.8,1459.0,3.4,337.5
구좌,20191223,8.2,4.6,142.0,11.9,928.0,0.0,11.4,1705.0,4.7,305.9
마라도,20191223,11.5,9.2,2355.0,13.6,751.0,0.0,13.9,2203.0,8.2,356.4
서광,20191223,8.4,5.3,26.0,12.4,1035.0,0.0,9.8,1344.0,2.4,330.6
제주남원,20191223,9.3,3.0,647.0,16.0,1113.0,0.0,10.7,1223.0,2.8,24.7
월정,20191223,9.6,5.7,156.0,12.8,911.0,0.0,12.9,1643.0,5.1,333.5
외도,20191223,8.0,2.7,49.0,11.4,1249.0,0.0,7.0,1425.0,2.2,339.4
영실,20191223,1.8,-1.3,131.0,5.9,2328.0,0.0,7.9,1839.0,2.4,61.9
애월,20191223,9.0,4.1,151.0,13.3,1258.0,0.0,8.0,835.0,2.4,5.6
어리목,20191224,2.0,-1.5,134.0,10.2,1340.0,0.0,,,,
대정,20191224,8.7,6.0,0.0,14.0,1503.0,0.0,10.7,408.0,3.8,348.3
영실,20191224,4.0,0.7,2352.0,8.1,1302.0,0.0,6.7,148.0,1.1,56.3
진달래밭,20191224,2.1,-1.7,1915.0,6.8,1216.0,0.0,6.8,138.0,2.3,297.4
마라도,20191224,11.7,8.9,332.0,14.1,1224.0,0.0,13.5,15.0,5.2,151.1
월정,20191224,8.4,4.4,2315.0,12.1,1449.0,0.0,8.9,41.0,2.1,340.6
제주가시리,20191224,7.9,4.7,2124.0,15.2,1326.0,0.0,4.3,1421.0,1.8,239.1
중문,20191224,8.9,5.5,2252.0,14.4,1309.0,0.0,5.1,1407.0,0.9,246.6
대흘,20191224,7.0,5.1,556.0,10.6,1539.0,0.0,5.1,1408.0,2.1,28.1
서광,20191224,8.2,5.6,2323.0,14.2,1341.0,0.0,11.5,435.0,3.1,7.5
어리목,20191225,4.5,-1.5,314.0,9.6,1457.0,1.0,4.9,1913.0,0.5,299.5
제주남원,20191225,12.0,7.7,3.0,15.4,1345.0,1.0,6.5,1943.0,2.9,42.3
구좌,20191225,11.0,3.2,403.0,14.4,1431.0,0.5,8.0,1819.0,3.0,50.9
대정,20191225,11.3,5.4,59.0,16.9,1422.0,0.0,7.0,1814.0,2.2,0.0
제주가시리,20191225,10.1,5.8,234.0,14.4,1443.0,0.5,6.6,1929.0,2.4,47.8
애월,20191225,10.4,3.3,507.0,14.3,1355.0,0.0,8.9,1923.0,2.9,81.6
마라도,20191225,14.8,12.6,1.0,16.0,1441.0,0.0,12.7,2124.0,6.1,83.6
영실,20191225,4.9,0.2,409.0,8.6,1331.0,0.5,3.7,1805.0,0.6,292.5
중문,20191225,11.6,4.8,49.0,16.4,1440.0,0.0,4.6,1515.0,0.9,112.5
대흘,20191225,10.2,6.3,25.0,13.9,1423.0,0.5,4.8,1248.0,2.0,90.0
대흘,20191226,8.2,4.9,2139.0,11.7,119.0,11.0,14.5,2154.0,4.1,326.3
대정,20191226,9.1,6.0,2148.0,12.8,130.0,11.0,16.4,1729.0,5.7,322.4
영실,20191226,2.4,-4.7,0.0,7.4,1122.0,15.0,11.5,1738.0,2.7,312.2
진달래밭,20191226,0.6,-5.9,2350.0,6.5,1242.0,16.0,,,,
중문,20191226,9.6,5.2,2203.0,13.0,35.0,16.0,15.1,1542.0,2.6,205.9
제주남원,20191226,10.2,6.4,2220.0,13.8,1557.0,17.5,19.0,1728.0,5.3,334.8
구좌,20191226,10.1,6.2,2304.0,14.2,139.0,9.5,19.7,1821.0,6.7,324.0
월정,20191226,10.9,8.0,2228.0,15.1,152.0,9.5,20.9,2250.0,7.4,337.5
외도,20191226,8.6,5.6,2334.0,12.8,116.0,12.0,15.8,2143.0,3.3,325.1
새별오름,20191226,6.2,1.9,2150.0,10.7,828.0,15.5,20.5,1902.0,6.2,61.9
마라도,20191227,7.7,7.0,538.0,9.1,17.0,0.0,21.8,120.0,10.9,337.5
서광,20191227,5.0,4.1,516.0,6.6,1311.0,0.0,14.7,225.0,4.6,327.3
어리목,20191227,-2.8,-3.7,100.0,-2.3,1342.0,0.0,7.6,4.0,2.0,85.1
제주남원,20191227,6.6,5.3,532.0,8.8,1225.0,0.0,13.2,1022.0,5.2,360.0
구좌,20191227,5.9,5.4,232.0,6.7,1.0,0.0,18.4,51.0,7.9,325.6
외도,20191227,5.6,4.9,747.0,6.4,1513.0,0.0,14.2,27.0,4.3,339.7
애월,20191227,6.7,6.0,534.0,7.4,1328.0,0.0,16.4,27.0,4.6,323.4
대흘,20191227,4.9,4.2,357.0,5.6,1325.0,0.0,15.9,158.0,5.7,331.9
영실,20191227,-4.9,-6.0,644.0,-3.8,2122.0,0.0,10.7,709.0,4.0,5.6
진달래밭,20191227,-6.5,-7.6,2356.0,-5.5,1503.0,0.0,,,,
어리목,20191228,-1.0,-3.9,507.0,3.2,1514.0,0.0,6.6,1425.0,0.8,254.8
제주남원,20191228,7.5,3.8,738.0,11.8,1459.0,0.0,8.0,112.0,2.6,360.0
월정,20191228,7.3,3.8,2039.0,9.7,1312.0,0.0,10.6,23.0,2.8,78.9
외도,20191228,5.8,3.5,2033.0,9.8,1222.0,0.0,6.1,1257.0,1.4,52.7
영실,20191228,-2.2,-6.3,151.0,0.6,2357.0,0.0,6.8,344.0,0.8,312.2
애월,20191228,7.3,4.4,743.0,9.4,1519.0,0.0,7.2,1110.0,2.3,47.8
서광,20191228,7.2,3.5,512.0,11.1,1409.0,0.0,6.4,117.0,1.9,17.8
대정,20191228,7.7,3.5,457.0,11.8,1419.0,0.0,5.5,1158.0,1.8,146.9
진달래밭,20191228,-3.0,-7.9,314.0,0.1,2332.0,0.0,,,,
새별오름,20191228,4.7,1.3,320.0,8.1,1529.0,0.0,8.5,343.0,3.5,115.3
대흘,20191229,10.8,6.0,110.0,14.0,1745.0,13.0,9.3,2150.0,3.0,292.5
어리목,20191229,6.1,-2.3,53.0,10.4,2020.0,41.0,16.2,1857.0,3.8,238.3
제주남원,20191229,13.4,6.5,55.0,17.6,1832.0,30.0,15.0,1847.0,3.1,228.6
구좌,20191229,11.8,3.6,159.0,15.4,2054.0,24.0,11.4,1741.0,3.7,134.8
월정,20191229,11.9,5.3,59.0,14.8,2052.0,15.0,10.2,2123.0,2.9,299.3
진달래밭,20191229,2.9,-2.9,253.0,8.1,2051.0,82.5,15.6,2315.0,5.2,276.5
제주가시리,20191229,10.4,3.9,33.0,14.8,2349.0,56.5,8.8,2019.0,1.9,227.8
중문,20191229,12.3,7.1,2.0,17.1,1822.0,25.0,11.0,1752.0,1.9,248.7
애월,20191229,11.2,4.5,53.0,15.9,1943.0,14.0,10.6,1944.0,1.6,227.8
마라도,20191229,14.7,11.3,3.0,17.9,1852.0,20.5,16.6,1903.0,7.7,213.3
대흘,20191230,9.8,4.7,2358.0,12.7,1222.0,0.0,13.0,2336.0,4.2,312.2
월정,20191230,12.2,7.3,2337.0,14.6,224.0,0.0,18.9,2256.0,7.5,334.3
외도,20191230,10.5,5.3,0.0,12.8,122.0,0.0,10.2,2358.0,2.7,341.9
영실,20191230,4.8,-4.0,2332.0,12.6,1157.0,0.0,13.1,2330.0,3.7,2.8
진달래밭,20191230,4.4,-5.7,2321.0,11.8,1200.0,0.0,18.3,2040.0,7.6,318.4
애월,20191230,11.5,6.3,2357.0,14.9,1202.0,0.0,11.0,2000.0,3.3,22.5
마라도,20191230,12.3,7.7,2357.0,15.6,52.0,0.0,21.8,2233.0,10.2,348.9
서광,20191230,10.0,4.8,2345.0,12.6,49.0,0.0,19.6,2222.0,4.0,345.6
어리목,20191230,4.7,-2.1,2319.0,12.3,1240.0,1.0,9.2,322.0,2.2,234.2
제주가시리,20191230,10.8,6.8,2112.0,15.7,1212.0,0.0,8.4,2011.0,2.2,25.3
대흘,20191231,0.9,0.0,1054.0,4.7,1.0,0.0,16.5,603.0,6.6,320.6
어리목,20191231,-6.4,-7.5,2028.0,-2.1,1.0,0.0,8.5,822.0,2.6,57.2
구좌,20191231,2.0,0.8,2200.0,6.3,5.0,0.0,22.1,317.0,9.9,310.9
월정,20191231,3.4,2.2,1150.0,7.4,1.0,0.0,22.8,548.0,11.7,343.8
진달래밭,20191231,-8.9,-11.4,1741.0,-5.0,1.0,0.0,,,,
제주가시리,20191231,1.1,-1.0,2056.0,7.7,1.0,0.0,14.6,738.0,4.3,47.8
중문,20191231,2.4,0.7,2059.0,5.7,1.0,0.0,14.7,518.0,3.8,311.4
서광,20191231,1.3,0.3,934.0,4.7,1.0,0.0,20.5,345.0,5.7,334.4
제주남원,20191231,3.0,1.6,2038.0,8.3,1.0,0.0,18.9,406.0,7.9,354.4
새별오름,20191231,-1.7,-2.7,928.0,1.8,1.0,0.0,24.1,439.0,11.7,56.3
월정,20200101,5.5,2.5,1.0,7.4,1859.0,0.0,14.5,706.0,6.7,338.3
제주가시리,20200101,4.1,0.3,114.0,9.6,1329.0,0.0,5.2,1223.0,2.0,227.8
중문,20200101,5.2,0.8,57.0,9.1,1222.0,0.0,10.1,1644.0,2.1,342.1
대흘,20200101,3.4,0.6,1.0,5.0,2312.0,0.0,6.6,304.0,3.1,334.7
마라도,20200101,6.3,2.9,12.0,8.4,2317.0,0.0,16.7,48.0,9.5,349.6
어리목,20200101,-4.0,-7.0,112.0,-0.9,1450.0,0.0,4.3,645.0,1.0,80.6
제주남원,20200101,5.5,2.1,131.0,10.6,1433.0,0.0,11.0,744.0,4.0,344.6
구좌,20200101,4.4,1.0,3.0,6.9,1357.0,0.0,12.5,530.0,6.3,314.7
영실,20200101,0.2,-5.6,650.0,3.4,1536.0,0.0,6.3,58.0,1.3,47.8
진달래밭,20200101,-0.4,-5.8,22.0,4.2,1451.0,0.0,,,,
제주남원,20200102,8.3,5.0,258.0,12.7,1458.0,0.0,5.4,34.0,2.1,300.4
대정,20200102,6.7,3.1,209.0,9.6,1105.0,0.0,7.2,1547.0,2.7,318.6
영실,20200102,2.4,-2.2,453.0,6.0,1039.0,0.0,7.9,2135.0,1.9,5.6
중문,20200102,7.2,2.1,317.0,12.6,1352.0,0.0,7.6,1726.0,1.7,301.8
대흘,20200102,6.3,3.8,257.0,7.9,1520.0,0.0,5.3,2230.0,2.2,312.2
마라도,20200102,9.1,7.2,138.0,10.7,1343.0,0.0,11.5,427.0,7.2,357.0
서광,20200102,6.6,3.6,140.0,10.8,1334.0,0.0,9.8,2126.0,2.7,16.1
어리목,20200102,-0.7,-5.0,351.0,5.3,1437.0,0.0,4.0,839.0,0.8,62.5
진달래밭,20200102,0.6,-2.4,451.0,4.7,1448.0,0.0,8.5,1822.0,2.8,288.5
새별오름,20200102,3.9,0.9,222.0,7.1,1405.0,0.0,8.4,1700.0,4.2,75.9
서광,20200103,7.2,5.1,37.0,10.4,1211.0,0.0,11.7,1531.0,3.5,325.1
구좌,20200103,8.4,5.1,0.0,10.6,1242.0,0.0,12.2,1643.0,5.8,312.9
월정,20200103,9.7,8.2,2352.0,11.3,1213.0,0.0,12.8,1704.0,6.2,307.3
외도,20200103,6.9,2.3,2357.0,10.2,1150.0,0.0,5.7,1527.0,1.3,315.2
새별오름,20200103,4.4,2.4,53.0,7.5,1315.0,0.0,12.5,1246.0,5.5,75.9
대정,20200103,7.8,4.7,20.0,10.7,1214.0,0.0,9.4,1301.0,3.8,318.4
중문,20200103,8.3,4.3,122.0,13.2,1231.0,0.0,9.2,1624.0,2.1,64.2
대흘,20200103,7.0,3.9,2352.0,9.9,1211.0,0.0,8.9,1438.0,3.3,312.2
마라도,20200103,9.9,8.4,245.0,11.4,1251.0,0.0,14.4,1920.0,8.3,5.6
어리목,20200103,-0.2,-3.2,2353.0,3.4,1308.0,0.0,4.6,1336.0,0.7,240.0
중문,20200104,8.5,4.1,740.0,15.0,1349.0,0.0,,,,
마라도,20200104,9.6,7.8,700.0,11.3,1309.0,0.0,14.2,2343.0,9.5,349.2
대정,20200104,7.2,2.6,543.0,10.9,1237.0,0.0,10.6,1318.0,3.8,322.4
외도,20200104,5.9,0.8,416.0,10.6,1333.0,0.0,5.5,1426.0,1.3,331.5
영실,20200104,2.8,-1.0,107.0,5.8,1124.0,0.0,10.3,2211.0,3.1,28.1
진달래밭,20200104,0.3,-2.0,2132.0,4.6,1059.0,0.0,11.2,1822.0,3.8,281.1
새별오름,20200104,4.0,1.7,217.0,7.5,1253.0,0.0,12.6,1527.0,5.4,61.9
제주가시리,20200104,8.1,3.7,216.0,14.5,1307.0,0.0,7.6,2100.0,2.2,42.2
서광,20200104,6.9,4.3,640.0,10.6,1300.0,0.0,10.9,1516.0,3.7,350.3
어리목,20200104,-0.4,-4.8,730.0,6.8,1243.0,0.0,5.8,1804.0,0.9,99.4
구좌,20200105,8.7,6.4,754.0,11.3,1432.0,0.0,8.9,126.0,2.6,317.7
월정,20200105,9.6,8.1,706.0,11.6,1237.0,0.0,9.3,7.0,2.5,328.7
영실,20200105,3.2,-0.7,337.0,6.7,1325.0,0.0,8.5,23.0,0.9,16.9
새별오름,20200105,6.2,1.5,358.0,11.9,1318.0,0.0,9.4,23.0,3.1,90.0
제주가시리,20200105,7.7,2.7,811.0,12.7,1342.0,0.0,5.7,107.0,1.9,30.9
애월,20200105,8.4,4.2,645.0,11.0,1438.0,0.0,7.8,12.0,2.8,50.6
대흘,20200105,7.3,1.8,705.0,10.3,1343.0,0.0,4.8,1241.0,1.9,36.6
어리목,20200105,1.5,-4.8,607.0,8.2,1142.0,0.0,3.9,1335.0,0.7,222.7
외도,20200105,7.3,1.7,331.0,11.4,1140.0,0.0,6.4,1217.0,1.5,36.2
중문,20200105,9.3,3.7,551.0,13.2,1157.0,0.0,,,,
중문,20200106,14.4,11.1,1.0,17.6,2318.0,1.0,,,,
마라도,20200106,16.5,13.3,30.0,17.9,2042.0,0.0,11.2,955.0,5.6,130.9
제주남원,20200106,14.2,10.5,1.0,18.2,2318.0,1.5,8.6,2347.0,2.0,238.2
대정,20200106,15.6,11.5,1.0,17.4,2125.0,0.0,10.9,1119.0,5.3,121.6
월정,20200106,14.6,9.1,1.0,18.1,2215.0,0.5,11.0,2304.0,3.2,186.1
제주가시리,20200106,12.0,8.3,3.0,15.1,2332.0,7.0,5.7,2248.0,1.6,216.6
서광,20200106,14.0,10.5,1.0,16.1,2105.0,1.0,10.2,1046.0,3.3,95.9
어리목,20200106,8.1,3.0,10.0,11.7,2351.0,11.0,16.0,1741.0,4.5,223.2
새별오름,20200106,12.0,6.7,1.0,14.3,2335.0,3.5,15.9,1126.0,6.3,208.1
대흘,20200106,13.9,9.3,33.0,18.2,2204.0,0.0,10.4,1413.0,3.0,194.1
마라도,20200107,17.4,13.8,2216.0,19.3,1300.0,5.0,23.7,2329.0,8.6,282.9
영실,20200107,9.5,3.5,2357.0,12.0,1904.0,76.0,10.9,1904.0,4.2,160.3
중문,20200107,16.9,12.7,2345.0,21.6,1406.0,11.5,,,,
대흘,20200107,17.7,11.5,2317.0,22.4,1233.0,12.0,17.0,2324.0,5.6,253.1
구좌,20200107,17.5,12.7,2328.0,20.1,1448.0,13.0,20.8,2300.0,7.2,278.3
월정,20200107,18.7,13.9,2251.0,21.7,1542.0,6.5,20.1,2356.0,6.4,293.9
새별오름,20200107,13.9,9.1,2233.0,15.8,1847.0,26.0,20.4,1850.0,7.9,272.8
애월,20200107,17.9,13.2,2357.0,20.2,1419.0,18.5,18.4,1830.0,7.1,210.9
서광,20200107,15.9,11.3,2214.0,17.8,1636.0,12.5,13.7,1839.0,5.0,199.0
어리목,20200107,10.7,5.1,2352.0,13.4,1846.0,59.5,23.0,1116.0,9.9,237.3
중문,20200108,7.3,6.1,1725.0,12.8,1.0,6.0,15.0,1118.0,4.8,317.1
대정,20200108,7.6,6.0,2237.0,13.6,1.0,1.5,19.7,159.0,9.4,257.3
외도,20200108,7.1,6.0,2137.0,12.4,1.0,2.5,17.4,413.0,6.0,312.1
진달래밭,20200108,-3.8,-5.9,2344.0,2.2,1.0,26.5,,,,
제주가시리,20200108,6.8,3.0,2256.0,12.1,1215.0,0.5,11.4,309.0,3.0,303.8
대흘,20200108,6.4,5.2,2308.0,11.6,1.0,3.0,18.1,856.0,8.6,286.9
구좌,20200108,7.6,6.4,2345.0,12.9,1.0,0.0,18.8,931.0,10.1,299.3
새별오름,20200108,3.5,2.4,1649.0,9.1,1.0,7.5,18.4,925.0,8.7,59.1
애월,20200108,8.1,6.9,2133.0,13.2,1.0,3.0,18.2,533.0,8.0,312.2
마라도,20200108,9.6,7.6,2302.0,14.2,5.0,0.5,24.6,122.0,15.7,299.7
대흘,20200109,5.5,4.7,2329.0,6.4,1259.0,0.0,8.1,244.0,4.1,281.3
중문,20200109,7.2,5.3,2358.0,10.4,1225.0,0.0,11.8,542.0,2.0,314.0
서광,20200109,5.5,4.6,2353.0,6.8,1011.0,0.0,12.6,640.0,3.5,7.2
어리목,20200109,-1.4,-3.0,2356.0,1.3,1150.0,0.0,3.8,756.0,1.0,63.7
제주남원,20200109,8.1,4.8,326.0,10.8,1228.0,0.0,9.4,2306.0,2.8,241.6
대정,20200109,6.5,5.6,2342.0,7.4,1226.0,0.0,11.6,24.0,5.6,319.0
월정,20200109,7.8,7.2,2315.0,8.5,1335.0,0.0,13.9,20.0,7.1,334.8
영실,20200109,2.3,-0.9,8.0,4.7,1449.0,0.0,11.6,14.0,3.2,84.4
제주가시리,20200109,6.1,2.4,216.0,8.4,1252.0,0.0,4.7,950.0,1.7,264.4
애월,20200109,7.3,6.8,2306.0,7.8,1503.0,0.0,7.8,511.0,3.0,5.6
구좌,20200110,7.3,2.4,650.0,10.6,1442.0,0.0,12.0,25.0,3.2,325.3
월정,20200110,8.6,3.9,751.0,11.2,1330.0,0.0,11.5,120.0,2.6,341.1
외도,20200110,6.9,2.0,754.0,10.6,1513.0,0.0,5.4,1240.0,1.1,76.1
애월,20200110,8.2,4.4,729.0,10.0,1440.0,0.0,7.5,159.0,3.0,73.1
중문,20200110,8.4,3.6,141.0,13.1,1239.0,0.0,6.5,1246.0,1.0,236.1
대흘,20200110,6.2,2.3,715.0,10.6,1418.0,0.0,5.5,226.0,1.8,320.6
어리목,20200110,0.0,-4.6,310.0,5.9,1133.0,0.0,4.3,1140.0,0.6,61.6
대정,20200110,8.0,4.8,324.0,12.5,1419.0,0.0,10.8,521.0,4.0,333.6
영실,20200110,0.8,-2.4,757.0,5.0,1141.0,0.0,3.7,1154.0,0.6,191.3
진달래밭,20200110,0.5,-3.7,755.0,3.9,1205.0,0.0,,,,
대흘,20200111,6.2,4.9,850.0,7.7,1100.0,0.0,8.0,2345.0,3.2,329.1
마라도,20200111,9.1,7.7,833.0,10.5,1.0,0.0,16.2,2139.0,9.5,346.1
서광,20200111,6.6,5.0,758.0,7.6,1319.0,0.0,12.2,941.0,4.8,8.6
대정,20200111,7.5,5.7,814.0,8.3,1508.0,0.0,11.9,955.0,4.9,3.1
월정,20200111,8.7,7.7,1.0,9.7,1508.0,0.0,14.0,2305.0,5.6,335.0
외도,20200111,7.0,5.5,717.0,8.4,1043.0,0.0,7.0,729.0,1.7,28.0
새별오름,20200111,3.7,1.9,747.0,5.2,1051.0,0.0,11.4,1050.0,5.2,73.1
어리목,20200111,-0.5,-2.0,759.0,3.1,226.0,0.0,6.4,149.0,1.1,240.1
진달래밭,20200111,-0.9,-3.7,2335.0,2.2,1559.0,0.0,8.7,412.0,1.5,279.1
제주가시리,20200111,7.2,5.3,542.0,9.4,1406.0,0.0,5.7,2340.0,1.5,354.4
대흘,20200112,5.7,5.2,258.0,6.7,1518.0,0.0,12.9,1347.0,5.9,306.6
어리목,20200112,-2.0,-2.8,2351.0,-1.0,156.0,0.0,6.3,1100.0,1.4,61.9
진달래밭,20200112,-5.4,-6.5,2352.0,-3.4,23.0,0.0,,,,
새별오름,20200112,2.8,1.9,2348.0,3.4,900.0,0.0,15.1,412.0,6.9,73.1
애월,20200112,7.3,6.6,2217.0,7.8,3.0,0.0,11.5,1136.0,4.9,351.6
마라도,20200112,8.6,8.0,1949.0,9.5,23.0,0.0,17.3,1226.0,11.5,348.2
서광,20200112,5.9,4.8,2351.0,7.9,1226.0,0.0,13.1,831.0,5.0,339.7
구좌,20200112,6.7,6.2,314.0,7.4,958.0,0.0,15.6,147.0,8.4,318.5
월정,20200112,8.0,7.2,316.0,8.7,1201.0,0.0,18.0,1100.0,10.1,343.0
외도,20200112,6.5,5.7,2130.0,7.8,1412.0,0.0,11.4,1202.0,4.4,327.4
중문,20200113,6.6,4.8,514.0,9.7,1246.0,0.0,9.7,1336.0,2.2,312.5
진달래밭,20200113,-5.2,-6.8,737.0,-2.7,1331.0,0.0,,,,
새별오름,20200113,2.4,1.6,232.0,4.3,1310.0,0.0,13.5,50.0,5.4,67.5
대흘,20200113,5.3,4.0,2331.0,6.9,1134.0,0.0,9.2,7.0,4.1,298.1
서광,20200113,5.6,3.8,610.0,8.2,1208.0,0.0,11.8,1121.0,3.2,328.5
구좌,20200113,6.4,5.1,2205.0,8.3,1129.0,0.0,13.6,118.0,5.9,314.2
대정,20200113,6.4,5.4,431.0,8.1,1131.0,0.0,9.9,22.0,4.2,295.4
외도,20200113,5.8,4.8,2338.0,7.9,1222.0,0.0,9.1,627.0,2.8,330.0
영실,20200113,-3.3,-5.4,722.0,0.1,1403.0,0.0,9.3,321.0,2.6,331.9
제주가시리,20200113,5.0,1.5,527.0,10.2,1235.0,0.0,11.1,29.0,2.3,53.4
대정,20200114,4.0,2.7,2204.0,6.0,1537.0,1.5,11.3,1343.0,3.4,333.3
월정,20200114,5.8,4.7,1403.0,7.1,2122.0,2.0,11.9,2346.0,4.9,353.3
진달래밭,20200114,-5.4,-8.9,1827.0,-2.4,1037.0,10.5,,,,
중문,20200114,5.0,2.1,2249.0,7.4,1558.0,12.0,10.6,1515.0,1.4,34.9
서광,20200114,3.7,2.5,548.0,5.7,7.0,3.5,10.4,1404.0,3.0,2.7
어리목,20200114,-3.6,-6.7,1903.0,-0.3,112.0,0.0,7.8,218.0,1.2,232.7
제주남원,20200114,4.1,2.1,826.0,6.4,1632.0,10.5,10.4,1542.0,4.3,341.9
새별오름,20200114,0.9,-0.2,1802.0,3.0,27.0,3.0,12.3,1042.0,4.8,115.3
제주가시리,20200114,2.5,1.1,712.0,5.1,1647.0,10.5,7.8,1539.0,3.2,14.1
대흘,20200114,2.6,1.3,1804.0,4.0,1.0,6.0,5.9,1237.0,1.7,19.7
중문,20200115,5.5,2.9,340.0,9.5,1121.0,0.0,11.3,1503.0,1.8,320.2
제주남원,20200115,5.9,2.9,46.0,9.9,1259.0,0.0,9.9,1724.0,3.5,18.4
영실,20200115,-2.7,-6.3,712.0,1.4,1743.0,0.0,8.2,908.0,1.7,334.7
진달래밭,20200115,-4.9,-7.7,752.0,-2.5,1225.0,0.0,,,,
새별오름,20200115,1.1,-0.1,2140.0,3.5,1151.0,0.0,12.4,1450.0,4.7,67.5
마라도,20200115,6.7,5.7,712.0,8.7,134.0,0.0,14.3,1617.0,7.9,4.4
어리목,20200115,-3.7,-6.3,2140.0,-1.8,1433.0,0.0,5.7,337.0,1.1,69.7
구좌,20200115,4.8,2.3,54.0,6.0,1303.0,0.5,11.0,1723.0,5.0,324.8
대정,20200115,5.1,3.3,753.0,7.9,1412.0,0.0,9.8,1639.0,3.9,352.3
외도,20200115,4.5,2.1,5.0,7.1,1331.0,0.0,7.9,228.0,2.1,10.5
대흘,20200116,4.4,2.3,5.0,6.9,1335.0,0.0,4.8,431.0,2.1,315.0
서광,20200116,5.2,3.1,1.0,8.4,1409.0,0.0,10.7,657.0,4.4,2.7
제주남원,20200116,6.7,4.9,5.0,9.5,1500.0,0.0,8.3,944.0,2.7,19.8
영실,20200116,-0.4,-2.4,1.0,2.2,1449.0,0.0,3.8,1451.0,0.6,306.6
새별오름,20200116,2.4,0.2,15.0,5.9,1112.0,0.0,8.9,625.0,4.7,81.6
마라도,20200116,7.7,6.1,246.0,9.4,1237.0,0.0,12.6,350.0,7.6,32.1
외도,20200116,4.8,2.5,31.0,7.9,1328.0,0.0,6.6,709.0,1.1,7.9
중문,20200116,7.2,4.8,533.0,10.5,1436.0,0.0,3.8,1341.0,0.9,195.0
어리목,20200116,-1.5,-4.3,9.0,3.4,1355.0,0.0,4.0,1225.0,0.8,244.7
구좌,20200116,5.5,2.9,105.0,7.8,1350.0,0.0,6.9,442.0,3.0,310.3
마라도,20200117,8.0,7.0,702.0,8.7,1436.0,0.0,18.0,1511.0,11.1,349.1
제주남원,20200117,7.4,5.3,2219.0,10.2,1602.0,0.0,13.3,1713.0,4.1,351.4
대정,20200117,6.3,5.4,801.0,8.3,1405.0,0.0,13.0,1422.0,5.5,318.6
월정,20200117,7.6,6.0,449.0,9.0,1336.0,0.0,14.3,2347.0,5.6,339.5
영실,20200117,-2.1,-5.0,1928.0,1.3,1247.0,0.0,8.6,2008.0,2.7,28.1
진달래밭,20200117,-4.6,-7.7,2332.0,-1.0,1047.0,0.0,11.5,2108.0,3.3,259.7
대흘,20200117,5.0,2.9,2300.0,6.9,1356.0,0.0,8.7,1357.0,3.8,298.1
서광,20200117,5.4,4.2,2145.0,7.6,1403.0,0.0,13.5,1318.0,4.5,318.9
어리목,20200117,-1.6,-3.6,2345.0,1.2,1157.0,0.0,5.5,1228.0,1.2,47.9
외도,20200117,5.6,3.3,448.0,7.9,1208.0,0.0,7.9,1652.0,2.1,333.5
어리목,20200118,-2.8,-5.8,2216.0,-1.3,1424.0,0.0,7.3,1048.0,1.7,64.7
제주남원,20200118,7.1,4.7,11.0,9.9,1429.0,0.0,15.3,1314.0,5.7,210.8
대정,20200118,6.3,5.2,2357.0,8.4,1145.0,0.0,11.5,915.0,5.9,330.9
중문,20200118,6.3,4.6,124.0,10.2,1232.0,0.0,12.2,1123.0,2.9,337.5
월정,20200118,7.5,6.5,236.0,9.1,1405.0,0.0,15.3,640.0,8.4,341.2
외도,20200118,5.8,4.4,2138.0,7.8,1312.0,0.0,8.5,1341.0,3.2,337.0
제주가시리,20200118,4.4,1.1,9.0,7.3,1551.0,0.0,10.9,233.0,4.0,326.3
애월,20200118,7.1,6.4,329.0,9.2,1239.0,0.0,10.7,1813.0,3.4,343.1
대흘,20200118,5.3,3.9,2251.0,7.4,1249.0,0.0,10.3,1400.0,4.6,315.0
마라도,20200118,8.1,7.4,2351.0,8.8,1101.0,0.0,16.4,546.0,11.6,354.0
마라도,20200119,9.8,7.3,14.0,11.1,1337.0,0.0,14.4,1338.0,8.8,299.0
제주남원,20200119,8.2,4.2,231.0,12.2,1212.0,0.0,8.4,911.0,2.5,8.9
구좌,20200119,7.5,3.3,254.0,9.5,1201.0,0.0,11.6,2254.0,5.5,314.0
월정,20200119,9.3,6.7,122.0,10.7,1519.0,0.0,13.5,2250.0,6.7,343.1
진달래밭,20200119,-4.1,-8.6,6.0,-2.5,1351.0,0.0,12.2,1306.0,3.8,309.4
제주가시리,20200119,5.8,2.0,148.0,12.1,1257.0,0.0,7.0,2122.0,2.0,137.8
애월,20200119,8.7,6.1,115.0,10.0,1440.0,0.0,11.0,1635.0,4.6,334.7
